date,title,artist,rank,peakPos,lastPos,isNew,weeks
2021-04-24,Pick Up Your Feelings,Jazmine Sullivan,86,75,79,False,12
2021-04-24,Shy Away,twenty one pilots,87,87,0,True,1
2021-04-24,Fifteen (Taylor's Version),Taylor Swift,88,88,0,True,1
2021-04-24,Big Purr (Prrdd),Coi Leray & Pooh Shiesty,89,69,82,False,3
2021-04-24,Famous Friends,Chris Young + Kane Brown,90,89,89,False,3
2021-04-24,Nobody,Dylan Scott,91,85,91,False,7
2021-04-24,Lil Bit,Nelly & Florida Georgia Line,92,92,93,False,4
2021-04-24,Met Him Last Night,Demi Lovato Featuring Ariana Grande,93,61,61,False,2
2021-04-24,The Way I Loved You (Taylor's Version),Taylor Swift,94,94,0,True,1
2021-04-24,Monsters,All Time Low Featuring Demi Lovato & blackbear,95,55,86,False,16
2021-04-24,One Too Many,Keith Urban Duet With P!nk,96,62,88,False,18
2021-04-24,Wasted On You,Morgan Wallen,97,9,80,False,14
2021-04-24,Dancing With The Devil,Demi Lovato,98,56,56,False,2
2021-04-24,Gone,Dierks Bentley,99,97,97,False,5
2021-04-24,Real As It Gets,Lil Baby Featuring EST Gee,100,34,83,False,6
2021-04-17,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,1,3,False,5
2021-04-17,Montero (Call Me By Your Name),Lil Nas X,2,1,1,False,2
2021-04-17,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,2,False,3
2021-04-17,Up,Cardi B,4,1,4,False,9
2021-04-17,Drivers License,Olivia Rodrigo,5,1,5,False,13
2021-04-17,Save Your Tears,The Weeknd & Ariana Grande,6,4,6,False,17
2021-04-17,Levitating,Dua Lipa,7,5,7,False,27
2021-04-17,Deja Vu,Olivia Rodrigo,8,8,0,True,1
2021-04-17,Blinding Lights,The Weeknd,9,1,8,False,70
2021-04-17,Astronaut In The Ocean,Masked Wolf,10,10,12,False,8
2021-04-17,Calling My Phone,Lil Tjay Featuring 6LACK,11,3,18,False,8
2021-04-17,What You Know Bout Love,Pop Smoke,12,9,10,False,31
2021-04-17,Mood,24kGoldn Featuring iann dior,13,1,9,False,35
2021-04-17,Best Friend,Saweetie Featuring Doja Cat,14,14,17,False,13
2021-04-17,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,15,2,14,False,23
2021-04-17,Go Crazy,Chris Brown & Young Thug,16,3,15,False,48
2021-04-17,What's Next,Drake,17,1,13,False,5
2021-04-17,Back In Blood,Pooh Shiesty Featuring Lil Durk,18,13,20,False,14
2021-04-17,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,19,15,24,False,12
2021-04-17,Therefore I Am,Billie Eilish,20,2,19,False,22
2021-04-17,You Broke Me First.,Tate McRae,21,17,21,False,33
2021-04-17,Heartbreak Anniversary,Giveon,22,22,28,False,8
2021-04-17,You're Mines Still,Yung Bleu Featuring Drake,23,18,23,False,18
2021-04-17,Positions,Ariana Grande,24,1,25,False,24
2021-04-17,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,25,25,33,False,5
2021-04-17,Starting Over,Chris Stapleton,26,25,41,False,32
2021-04-17,On Me,Lil Baby,27,23,26,False,18
2021-04-17,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,21,29,False,34
2021-04-17,The Good Ones,Gabby Barrett,29,29,32,False,15
2021-04-17,Without You,The Kid LAROI,30,30,31,False,18
2021-04-17,Dakiti,Bad Bunny & Jhay Cortez,31,5,27,False,23
2021-04-17,Tombstone,Rod Wave,32,11,11,False,3
2021-04-17,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,33,6,37,False,40
2021-04-17,No More Parties,Coi Leray Featuring Lil Durk,34,26,39,False,9
2021-04-17,Good Days,SZA,35,9,40,False,15
2021-04-17,Track Star,Mooski,36,36,47,False,7
2021-04-17,What's Your Country Song,Thomas Rhett,37,29,42,False,16
2021-04-17,Wants And Needs,Drake Featuring Lil Baby,38,2,34,False,5
2021-04-17,Street Runner,Rod Wave,39,16,16,False,4
2021-04-17,Cry Baby,Megan Thee Stallion Featuring DaBaby,40,28,44,False,18
2021-04-17,Streets,Doja Cat,41,16,35,False,13
2021-04-17,We're Good,Dua Lipa,42,42,48,False,8
2021-04-17,Put Your Records On,Ritt Momney,43,30,43,False,25
2021-04-17,Heat Waves,Glass Animals,44,44,50,False,12
2021-04-17,Forever After All,Luke Combs,45,2,54,False,24
2021-04-17,Richer,Rod Wave Featuring Polo G,46,22,22,False,2
2021-04-17,Goosebumps,Travis Scott & HVME,47,47,56,False,12
2021-04-17,Whoopty,CJ,48,10,38,False,22
2021-04-17,Time Today,Moneybagg Yo,49,37,58,False,9
2021-04-17,Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,50,50,0,True,1
2021-04-17,Telepatia,Kali Uchis,51,39,53,False,7
2021-04-17,Just The Way,Parmalee x Blanco Brown,52,31,60,False,15
2021-04-17,Anyone,Justin Bieber,53,6,36,False,14
2021-04-17,Long Live,Florida Georgia Line,54,45,45,False,14
2021-04-17,Headshot,"Lil Tjay, Polo G & Fivio Foreign",55,42,68,False,3
2021-04-17,Dancing With The Devil,Demi Lovato,56,56,0,True,1
2021-04-17,Hold On,Justin Bieber,57,20,46,False,5
2021-04-17,Lady,Brett Young,58,52,52,False,13
2021-04-17,Momma's House,Dustin Lynch,59,59,62,False,13
2021-04-17,Willow,Taylor Swift,60,1,59,False,17
2021-04-17,Met Him Last Night,Demi Lovato Featuring Ariana Grande,61,61,0,True,1
2021-04-17,Somebody Like That,Tenille Arts,62,62,66,False,12
2021-04-17,My Head And My Heart,Ava Max,63,45,57,False,9
2021-04-17,Hell Of A View,Eric Church,64,63,67,False,13
2021-04-17,Damage,H.E.R.,65,44,64,False,17
2021-04-17,Made For You,Jake Owen,66,66,75,False,7
2021-04-17,4 Da Gang,42 Dugg & Roddy Ricch,67,67,0,True,1
2021-04-17,Breaking Up Was Easy In The 90's,Sam Hunt,68,68,73,False,6
2021-04-17,Hellcats & Trackhawks,Lil Durk,69,69,76,False,4
2021-04-17,Lemon Pepper Freestyle,Drake Featuring Rick Ross,70,3,70,False,5
2021-04-17,Settling Down,Miranda Lambert,71,71,90,False,4
2021-04-17,Masterpiece,DaBaby,72,55,77,False,11
2021-04-17,Quicksand,Morray,73,73,83,False,9
2021-04-17,The Business,Tiesto,74,69,86,False,7
2021-04-17,La Noche de Anoche,Bad Bunny & Rosalia,75,53,78,False,11
2021-04-17,Hard For The Next,Moneybagg Yo & Future,76,49,49,False,2
2021-04-17,Down To One,Luke Bryan,77,36,74,False,15
2021-04-17,Almost Maybes,Jordan Davis,78,73,91,False,11
2021-04-17,Pick Up Your Feelings,Jazmine Sullivan,79,75,84,False,11
2021-04-17,Wasted On You,Morgan Wallen,80,9,79,False,13
2021-04-17,Film Out,BTS,81,81,0,True,1
2021-04-17,Big Purr (Prrdd),Coi Leray & Pooh Shiesty,82,69,69,False,2
2021-04-17,Real As It Gets,Lil Baby Featuring EST Gee,83,34,82,False,5
2021-04-17,Body,Megan Thee Stallion,84,12,81,False,20
2021-04-17,Glad You Exist,Dan + Shay,85,63,92,False,9
2021-04-17,Monsters,All Time Low Featuring Demi Lovato & blackbear,86,55,80,False,15
2021-04-17,You Got It,VEDO,87,75,97,False,15
2021-04-17,One Too Many,Keith Urban Duet With P!nk,88,62,95,False,17
2021-04-17,Famous Friends,Chris Young + Kane Brown,89,89,0,False,2
2021-04-17,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,90,90,0,True,1
2021-04-17,Nobody,Dylan Scott,91,85,99,False,6
2021-04-17,As I Am,Justin Bieber Featuring Khalid,92,43,72,False,3
2021-04-17,Lil Bit,Nelly & Florida Georgia Line,93,93,0,False,3
2021-04-17,Drankin N Smokin,Future & Lil Uzi Vert,94,31,0,False,11
2021-04-17,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,95,84,0,False,6
2021-04-17,Follow You,Imagine Dragons,96,83,0,False,2
2021-04-17,Gone,Dierks Bentley,97,97,0,False,4
2021-04-17,Girl Like Me,Black Eyed Peas X Shakira,98,67,100,False,13
2021-04-17,Buss It,Erica Banks,99,47,87,False,13
2021-04-17,Arcade,Duncan Laurence,100,100,0,True,1
2021-04-10,Montero (Call Me By Your Name),Lil Nas X,1,1,0,True,1
2021-04-10,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2,1,1,False,2
2021-04-10,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),3,2,3,False,4
2021-04-10,Up,Cardi B,4,1,2,False,8
2021-04-10,Drivers License,Olivia Rodrigo,5,1,4,False,12
2021-04-10,Save Your Tears,The Weeknd & Ariana Grande,6,4,5,False,16
2021-04-10,Levitating,Dua Lipa,7,5,7,False,26
2021-04-10,Blinding Lights,The Weeknd,8,1,6,False,69
2021-04-10,Mood,24kGoldn Featuring iann dior,9,1,10,False,34
2021-04-10,What You Know Bout Love,Pop Smoke,10,9,9,False,30
2021-04-10,Tombstone,Rod Wave,11,11,82,False,2
2021-04-10,Astronaut In The Ocean,Masked Wolf,12,12,17,False,7
2021-04-10,What's Next,Drake,13,1,8,False,4
2021-04-10,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,14,2,11,False,22
2021-04-10,Go Crazy,Chris Brown & Young Thug,15,3,12,False,47
2021-04-10,Street Runner,Rod Wave,16,16,32,False,3
2021-04-10,Best Friend,Saweetie Featuring Doja Cat,17,17,24,False,12
2021-04-10,Calling My Phone,Lil Tjay Featuring 6LACK,18,3,14,False,7
2021-04-10,Therefore I Am,Billie Eilish,19,2,15,False,21
2021-04-10,Back In Blood,Pooh Shiesty Featuring Lil Durk,20,13,13,False,13
2021-04-10,You Broke Me First.,Tate McRae,21,17,22,False,32
2021-04-10,Richer,Rod Wave Featuring Polo G,22,22,0,True,1
2021-04-10,You're Mines Still,Yung Bleu Featuring Drake,23,18,18,False,17
2021-04-10,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,24,15,23,False,11
2021-04-10,Positions,Ariana Grande,25,1,21,False,23
2021-04-10,On Me,Lil Baby,26,23,25,False,17
2021-04-10,Dakiti,Bad Bunny & Jhay Cortez,27,5,28,False,22
2021-04-10,Heartbreak Anniversary,Giveon,28,28,29,False,7
2021-04-10,My Ex's Best Friend,Machine Gun Kelly X blackbear,29,21,31,False,33
2021-04-10,Dynamite,BTS,30,1,26,False,32
2021-04-10,Without You,The Kid LAROI,31,31,36,False,17
2021-04-10,The Good Ones,Gabby Barrett,32,32,37,False,14
2021-04-10,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,33,33,40,False,4
2021-04-10,Wants And Needs,Drake Featuring Lil Baby,34,2,19,False,4
2021-04-10,Streets,Doja Cat,35,16,27,False,12
2021-04-10,Anyone,Justin Bieber,36,6,16,False,13
2021-04-10,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,37,6,33,False,39
2021-04-10,Whoopty,CJ,38,10,38,False,21
2021-04-10,No More Parties,Coi Leray Featuring Lil Durk,39,26,30,False,8
2021-04-10,Good Days,SZA,40,9,34,False,14
2021-04-10,Starting Over,Chris Stapleton,41,25,41,False,31
2021-04-10,What's Your Country Song,Thomas Rhett,42,29,35,False,15
2021-04-10,Put Your Records On,Ritt Momney,43,30,39,False,24
2021-04-10,Cry Baby,Megan Thee Stallion Featuring DaBaby,44,28,45,False,17
2021-04-10,Long Live,Florida Georgia Line,45,45,54,False,13
2021-04-10,Hold On,Justin Bieber,46,20,20,False,4
2021-04-10,Track Star,Mooski,47,47,53,False,6
2021-04-10,We're Good,Dua Lipa,48,48,51,False,7
2021-04-10,Hard For The Next,Moneybagg Yo & Future,49,49,0,True,1
2021-04-10,Heat Waves,Glass Animals,50,50,57,False,11
2021-04-10,You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Maren Morris,51,51,0,True,1
2021-04-10,Lady,Brett Young,52,52,52,False,12
2021-04-10,Telepatia,Kali Uchis,53,39,44,False,6
2021-04-10,Forever After All,Luke Combs,54,2,61,False,23
2021-04-10,SoulFly,Rod Wave,55,55,0,True,1
2021-04-10,Goosebumps,Travis Scott & HVME,56,56,59,False,11
2021-04-10,My Head And My Heart,Ava Max,57,45,48,False,8
2021-04-10,Time Today,Moneybagg Yo,58,37,55,False,8
2021-04-10,Willow,Taylor Swift,59,1,50,False,16
2021-04-10,Just The Way,Parmalee x Blanco Brown,60,31,46,False,14
2021-04-10,Gone Till November,Rod Wave,61,61,0,True,1
2021-04-10,Momma's House,Dustin Lynch,62,62,63,False,12
2021-04-10,Don't Forget,Rod Wave,63,63,0,True,1
2021-04-10,Damage,H.E.R.,64,44,58,False,16
2021-04-10,Blame On You,Rod Wave,65,65,0,True,1
2021-04-10,Somebody Like That,Tenille Arts,66,66,67,False,11
2021-04-10,Hell Of A View,Eric Church,67,63,65,False,12
2021-04-10,Headshot,"Lil Tjay, Polo G & Fivio Foreign",68,42,42,False,2
2021-04-10,Big Purr (Prrdd),Coi Leray & Pooh Shiesty,69,69,0,True,1
2021-04-10,Lemon Pepper Freestyle,Drake Featuring Rick Ross,70,3,56,False,4
2021-04-10,All I Got,Rod Wave,71,71,0,True,1
2021-04-10,As I Am,Justin Bieber Featuring Khalid,72,43,43,False,2
2021-04-10,Breaking Up Was Easy In The 90's,Sam Hunt,73,73,79,False,5
2021-04-10,Down To One,Luke Bryan,74,36,60,False,14
2021-04-10,Made For You,Jake Owen,75,75,78,False,6
2021-04-10,Hellcats & Trackhawks,Lil Durk,76,74,0,False,3
2021-04-10,Masterpiece,DaBaby,77,55,74,False,10
2021-04-10,La Noche de Anoche,Bad Bunny & Rosalia,78,53,73,False,10
2021-04-10,Wasted On You,Morgan Wallen,79,9,77,False,12
2021-04-10,Monsters,All Time Low Featuring Demi Lovato & blackbear,80,55,70,False,14
2021-04-10,Body,Megan Thee Stallion,81,12,71,False,19
2021-04-10,Real As It Gets,Lil Baby Featuring EST Gee,82,34,69,False,4
2021-04-10,Quicksand,Morray,83,74,80,False,8
2021-04-10,Pick Up Your Feelings,Jazmine Sullivan,84,75,83,False,10
2021-04-10,Pills & Billz,Rod Wave,85,85,0,True,1
2021-04-10,The Business,Tiesto,86,69,75,False,6
2021-04-10,Buss It,Erica Banks,87,47,72,False,12
2021-04-10,How The Game Go,Rod Wave,88,88,0,True,1
2021-04-10,OMDB,Rod Wave,89,89,0,True,1
2021-04-10,Settling Down,Miranda Lambert,90,90,95,False,3
2021-04-10,Almost Maybes,Jordan Davis,91,73,86,False,10
2021-04-10,Glad You Exist,Dan + Shay,92,63,85,False,8
2021-04-10,Clouds,NF,93,53,0,False,2
2021-04-10,What's Love??,Rod Wave,94,94,0,True,1
2021-04-10,One Too Many,Keith Urban Duet With P!nk,95,62,90,False,16
2021-04-10,Shock Da World,Rod Wave,96,96,0,True,1
2021-04-10,You Got It,VEDO,97,75,88,False,14
2021-04-10,Sneaky Links,Rod Wave,98,98,0,True,1
2021-04-10,Nobody,Dylan Scott,99,85,93,False,5
2021-04-10,Girl Like Me,Black Eyed Peas X Shakira,100,67,89,False,12
2021-04-03,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,1,0,True,1
2021-04-03,Up,Cardi B,2,1,1,False,7
2021-04-03,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),3,2,2,False,3
2021-04-03,Drivers License,Olivia Rodrigo,4,1,3,False,11
2021-04-03,Save Your Tears,The Weeknd & Ariana Grande,5,4,5,False,15
2021-04-03,Blinding Lights,The Weeknd,6,1,6,False,68
2021-04-03,Levitating,Dua Lipa,7,5,7,False,25
2021-04-03,What's Next,Drake,8,1,4,False,3
2021-04-03,What You Know Bout Love,Pop Smoke,9,9,12,False,29
2021-04-03,Mood,24kGoldn Featuring iann dior,10,1,8,False,33
2021-04-03,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,11,2,9,False,21
2021-04-03,Go Crazy,Chris Brown & Young Thug,12,3,11,False,46
2021-04-03,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,13,14,False,12
2021-04-03,Calling My Phone,Lil Tjay Featuring 6LACK,14,3,13,False,6
2021-04-03,Therefore I Am,Billie Eilish,15,2,15,False,20
2021-04-03,Anyone,Justin Bieber,16,6,37,False,12
2021-04-03,Astronaut In The Ocean,Masked Wolf,17,17,25,False,6
2021-04-03,You're Mines Still,Yung Bleu Featuring Drake,18,18,18,False,16
2021-04-03,Wants And Needs,Drake Featuring Lil Baby,19,2,10,False,3
2021-04-03,Hold On,Justin Bieber,20,20,59,False,3
2021-04-03,Positions,Ariana Grande,21,1,17,False,22
2021-04-03,You Broke Me First.,Tate McRae,22,17,19,False,31
2021-04-03,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,23,15,20,False,10
2021-04-03,Best Friend,Saweetie Featuring Doja Cat,24,21,21,False,11
2021-04-03,On Me,Lil Baby,25,23,23,False,16
2021-04-03,Dynamite,BTS,26,1,34,False,31
2021-04-03,Streets,Doja Cat,27,16,16,False,11
2021-04-03,Dakiti,Bad Bunny & Jhay Cortez,28,5,22,False,21
2021-04-03,Heartbreak Anniversary,Giveon,29,29,30,False,6
2021-04-03,No More Parties,Coi Leray Featuring Lil Durk,30,26,26,False,7
2021-04-03,My Ex's Best Friend,Machine Gun Kelly X blackbear,31,21,28,False,32
2021-04-03,Street Runner,Rod Wave,32,32,36,False,2
2021-04-03,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,33,6,24,False,38
2021-04-03,Good Days,SZA,34,9,27,False,13
2021-04-03,What's Your Country Song,Thomas Rhett,35,29,29,False,14
2021-04-03,Without You,The Kid LAROI,36,34,40,False,16
2021-04-03,The Good Ones,Gabby Barrett,37,32,33,False,13
2021-04-03,Whoopty,CJ,38,10,45,False,20
2021-04-03,Put Your Records On,Ritt Momney,39,30,32,False,23
2021-04-03,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,40,40,47,False,3
2021-04-03,Starting Over,Chris Stapleton,41,25,35,False,30
2021-04-03,Headshot,"Lil Tjay, Polo G & Fivio Foreign",42,42,0,True,1
2021-04-03,As I Am,Justin Bieber Featuring Khalid,43,43,0,True,1
2021-04-03,Telepatia,Kali Uchis,44,39,43,False,5
2021-04-03,Cry Baby,Megan Thee Stallion Featuring DaBaby,45,28,42,False,16
2021-04-03,Just The Way,Parmalee x Blanco Brown,46,31,38,False,13
2021-04-03,Better Together,Luke Combs,47,15,44,False,25
2021-04-03,My Head And My Heart,Ava Max,48,45,46,False,7
2021-04-03,Good Time,Niko Moon,49,20,41,False,25
2021-04-03,Willow,Taylor Swift,50,1,39,False,15
2021-04-03,We're Good,Dua Lipa,51,49,52,False,6
2021-04-03,Lady,Brett Young,52,52,54,False,11
2021-04-03,Track Star,Mooski,53,53,55,False,5
2021-04-03,Long Live,Florida Georgia Line,54,48,49,False,12
2021-04-03,Time Today,Moneybagg Yo,55,37,51,False,7
2021-04-03,Lemon Pepper Freestyle,Drake Featuring Rick Ross,56,3,31,False,3
2021-04-03,Heat Waves,Glass Animals,57,56,56,False,10
2021-04-03,Damage,H.E.R.,58,44,48,False,15
2021-04-03,Goosebumps,Travis Scott & HVME,59,56,57,False,10
2021-04-03,Down To One,Luke Bryan,60,36,53,False,13
2021-04-03,Forever After All,Luke Combs,61,2,61,False,22
2021-04-03,Unstable,Justin Bieber Featuring The Kid LAROI,62,62,0,True,1
2021-04-03,Momma's House,Dustin Lynch,63,62,65,False,11
2021-04-03,Off My Face,Justin Bieber,64,64,0,True,1
2021-04-03,Hell Of A View,Eric Church,65,63,63,False,11
2021-04-03,Ghost,Justin Bieber,66,66,0,True,1
2021-04-03,Somebody Like That,Tenille Arts,67,67,67,False,10
2021-04-03,2 Much,Justin Bieber,68,68,0,True,1
2021-04-03,Real As It Gets,Lil Baby Featuring EST Gee,69,34,58,False,3
2021-04-03,Monsters,All Time Low Featuring Demi Lovato & blackbear,70,55,60,False,13
2021-04-03,Body,Megan Thee Stallion,71,12,64,False,18
2021-04-03,Buss It,Erica Banks,72,47,62,False,11
2021-04-03,La Noche de Anoche,Bad Bunny & Rosalia,73,53,68,False,9
2021-04-03,Masterpiece,DaBaby,74,55,71,False,9
2021-04-03,The Business,Tiesto,75,69,69,False,5
2021-04-03,Deserve You,Justin Bieber,76,76,0,True,1
2021-04-03,Wasted On You,Morgan Wallen,77,9,66,False,11
2021-04-03,Made For You,Jake Owen,78,77,77,False,5
2021-04-03,Breaking Up Was Easy In The 90's,Sam Hunt,79,76,76,False,4
2021-04-03,Quicksand,Morray,80,74,74,False,7
2021-04-03,Die For You,Justin Bieber Featuring Dominic Fike,81,81,0,True,1
2021-04-03,Tombstone,Rod Wave,82,82,0,True,1
2021-04-03,Pick Up Your Feelings,Jazmine Sullivan,83,75,75,False,9
2021-04-03,Love You Different,Justin Bieber Featuring BEAM,84,84,0,True,1
2021-04-03,Glad You Exist,Dan + Shay,85,63,86,False,7
2021-04-03,Almost Maybes,Jordan Davis,86,73,73,False,9
2021-04-03,Loved By You,Justin Bieber Featuring Burna Boy,87,87,0,True,1
2021-04-03,You Got It,VEDO,88,75,78,False,13
2021-04-03,Girl Like Me,Black Eyed Peas X Shakira,89,67,72,False,11
2021-04-03,One Too Many,Keith Urban Duet With P!nk,90,62,82,False,15
2021-04-03,Somebody,Justin Bieber,91,91,0,True,1
2021-04-03,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,92,84,89,False,5
2021-04-03,Nobody,Dylan Scott,93,85,85,False,4
2021-04-03,Famous Friends,Chris Young + Kane Brown,94,94,0,True,1
2021-04-03,Settling Down,Miranda Lambert,95,90,90,False,2
2021-04-03,Sand In My Boots,Morgan Wallen,96,32,80,False,11
2021-04-03,Neighbors,Pooh Shiesty Featuring BIG30,97,51,92,False,7
2021-04-03,Bandido,Myke Towers & Juhn,98,82,91,False,7
2021-04-03,Drankin N Smokin,Future & Lil Uzi Vert,99,31,93,False,10
2021-04-03,Beers And Sunshine,Darius Rucker,100,42,81,False,15
2021-03-27,Up,Cardi B,1,1,6,False,6
2021-03-27,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2,2,4,False,2
2021-03-27,Drivers License,Olivia Rodrigo,3,1,5,False,10
2021-03-27,What's Next,Drake,4,1,1,False,2
2021-03-27,Save Your Tears,The Weeknd & Ariana Grande,5,4,7,False,14
2021-03-27,Blinding Lights,The Weeknd,6,1,8,False,67
2021-03-27,Levitating,Dua Lipa,7,5,13,False,24
2021-03-27,Mood,24kGoldn Featuring iann dior,8,1,10,False,32
2021-03-27,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,9,2,9,False,20
2021-03-27,Wants And Needs,Drake Featuring Lil Baby,10,2,2,False,2
2021-03-27,Go Crazy,Chris Brown & Young Thug,11,3,11,False,45
2021-03-27,What You Know Bout Love,Pop Smoke,12,9,12,False,28
2021-03-27,Calling My Phone,Lil Tjay Featuring 6LACK,13,3,14,False,5
2021-03-27,Back In Blood,Pooh Shiesty Featuring Lil Durk,14,13,16,False,11
2021-03-27,Therefore I Am,Billie Eilish,15,2,17,False,19
2021-03-27,Streets,Doja Cat,16,16,18,False,10
2021-03-27,Positions,Ariana Grande,17,1,15,False,21
2021-03-27,You're Mines Still,Yung Bleu Featuring Drake,18,18,21,False,15
2021-03-27,You Broke Me First.,Tate McRae,19,17,20,False,30
2021-03-27,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,20,15,25,False,9
2021-03-27,Best Friend,Saweetie Featuring Doja Cat,21,21,22,False,10
2021-03-27,Dakiti,Bad Bunny & Jhay Cortez,22,5,23,False,20
2021-03-27,On Me,Lil Baby,23,23,27,False,15
2021-03-27,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,24,6,24,False,37
2021-03-27,Astronaut In The Ocean,Masked Wolf,25,25,37,False,5
2021-03-27,No More Parties,Coi Leray Featuring Lil Durk,26,26,39,False,6
2021-03-27,Good Days,SZA,27,9,19,False,12
2021-03-27,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,21,28,False,31
2021-03-27,What's Your Country Song,Thomas Rhett,29,29,30,False,13
2021-03-27,Heartbreak Anniversary,Giveon,30,30,52,False,5
2021-03-27,Lemon Pepper Freestyle,Drake Featuring Rick Ross,31,3,3,False,2
2021-03-27,Put Your Records On,Ritt Momney,32,30,35,False,22
2021-03-27,The Good Ones,Gabby Barrett,33,32,32,False,12
2021-03-27,Dynamite,BTS,34,1,43,False,30
2021-03-27,Starting Over,Chris Stapleton,35,25,41,False,29
2021-03-27,Street Runner,Rod Wave,36,36,0,True,1
2021-03-27,Anyone,Justin Bieber,37,6,38,False,11
2021-03-27,Just The Way,Parmalee x Blanco Brown,38,31,31,False,12
2021-03-27,Willow,Taylor Swift,39,1,42,False,14
2021-03-27,Without You,The Kid LAROI,40,34,44,False,15
2021-03-27,Good Time,Niko Moon,41,20,33,False,24
2021-03-27,Cry Baby,Megan Thee Stallion Featuring DaBaby,42,28,45,False,15
2021-03-27,Telepatia,Kali Uchis,43,39,40,False,4
2021-03-27,Better Together,Luke Combs,44,15,36,False,24
2021-03-27,Whoopty,CJ,45,10,29,False,19
2021-03-27,My Head And My Heart,Ava Max,46,45,47,False,6
2021-03-27,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,47,47,54,False,2
2021-03-27,Damage,H.E.R.,48,44,50,False,14
2021-03-27,Long Live,Florida Georgia Line,49,48,51,False,11
2021-03-27,Throat Baby (Go Baby),BRS Kash,50,24,46,False,22
2021-03-27,Time Today,Moneybagg Yo,51,37,53,False,6
2021-03-27,We're Good,Dua Lipa,52,49,56,False,5
2021-03-27,Down To One,Luke Bryan,53,36,48,False,12
2021-03-27,Lady,Brett Young,54,54,55,False,10
2021-03-27,Track Star,Mooski,55,55,60,False,4
2021-03-27,Heat Waves,Glass Animals,56,56,57,False,9
2021-03-27,Goosebumps,Travis Scott & HVME,57,56,58,False,9
2021-03-27,Real As It Gets,Lil Baby Featuring EST Gee,58,34,34,False,2
2021-03-27,Hold On,Justin Bieber,59,26,26,False,2
2021-03-27,Monsters,All Time Low Featuring Demi Lovato & blackbear,60,55,59,False,12
2021-03-27,Forever After All,Luke Combs,61,2,67,False,21
2021-03-27,Buss It,Erica Banks,62,47,61,False,10
2021-03-27,Hell Of A View,Eric Church,63,63,68,False,10
2021-03-27,Body,Megan Thee Stallion,64,12,63,False,17
2021-03-27,Momma's House,Dustin Lynch,65,62,62,False,10
2021-03-27,Wasted On You,Morgan Wallen,66,9,64,False,10
2021-03-27,Somebody Like That,Tenille Arts,67,67,71,False,9
2021-03-27,La Noche de Anoche,Bad Bunny & Rosalia,68,53,66,False,8
2021-03-27,The Business,Tiesto,69,69,77,False,4
2021-03-27,On The Ground,ROSE,70,70,0,True,1
2021-03-27,Masterpiece,DaBaby,71,55,73,False,8
2021-03-27,Girl Like Me,Black Eyed Peas X Shakira,72,67,70,False,10
2021-03-27,Almost Maybes,Jordan Davis,73,73,78,False,8
2021-03-27,Quicksand,Morray,74,74,79,False,6
2021-03-27,Pick Up Your Feelings,Jazmine Sullivan,75,75,85,False,8
2021-03-27,Breaking Up Was Easy In The 90's,Sam Hunt,76,76,82,False,3
2021-03-27,Made For You,Jake Owen,77,77,80,False,4
2021-03-27,You Got It,VEDO,78,75,75,False,12
2021-03-27,Lost,NF Featuring Hopsin,79,79,0,True,1
2021-03-27,Sand In My Boots,Morgan Wallen,80,32,72,False,10
2021-03-27,Beers And Sunshine,Darius Rucker,81,42,69,False,14
2021-03-27,One Too Many,Keith Urban Duet With P!nk,82,62,76,False,14
2021-03-27,Follow You,Imagine Dragons,83,83,0,True,1
